tune-x,tune-y,Nint,max-int,min-int,mean-survive,std-survive,Nipm,mean-gauss-mu,std-gauss-mu,mean-gauss-sigma,std-gauss-sigma,mean-gauss-amp,std-gauss-amp,mean-beamsize-growth,std-beamsize-growth
25.32,24.43,3,0.5047333333333334,0.47333333333333333,0.9443450044558047,0.00827057120671896,3,9.533235269720548,4.888798531914335,13.486666545922361,2.359169697174668,16.585750014541276,2.3261707956833892,1.0304221272920053,0.03480923544063015
25.321,24.43,3,0.5129333333333334,0.4643,0.9120203878142981,0.004196033011455553,3,9.551472473742521,4.511374311014051,12.912183218157436,2.192354176662971,16.010835346686537,2.251991980413861,1.016245712265411,0.025026759547513575
25.322,24.43,3,0.5177333333333333,0.44143333333333334,0.8622685369023152,0.01641734282713559,3,9.744720490566152,4.193835001761662,12.19855422107068,2.0050686841505163,15.343064832415045,2.1409127267504684,1.001725897779999,0.007168898248839561
25.323,24.43,3,0.5064333333333333,0.41283333333333333,0.8240412680547394,0.012359628613967222,3,10.696295546232323,5.04363452887167,11.767102828463353,2.101927559044132,15.215654377984876,2.1162159039171624,1.013123141268618,0.0020157621286050337
25.324,24.43,3,0.5168,0.38356666666666667,0.7523027559210718,0.005428452015317723,3,10.694720704526025,4.685187716676627,11.18080782976257,1.891286336705558,14.50960270270123,2.0350406642911643,1.0216916928538222,0.03735573540952499
25.325,24.43,3,0.5065333333333334,0.3377333333333333,0.6801873816347315,0.02544346393220069,3,11.085823144763216,4.664919739753629,10.432103931472618,1.8139336279724603,13.617444142692882,2.0071103885562915,1.0538048221787426,0.021028801465066808
25.326,24.43,3,0.4997333333333333,0.3080333333333333,0.6302719214224224,0.0191800047476271,3,11.884686289576356,4.950614004511912,9.796561796797224,1.8260291289969615,13.17752546453221,1.921569810597892,1.12944086318695,0.037940075913877734
25.327,24.43,3,0.4859333333333334,0.26413333333333333,0.5578387959496571,0.026190627483998155,3,12.488111294931356,4.623039086526235,8.305442015934954,1.5367118710715106,11.681001000061817,1.6220383198025334,1.0973619354073487,0.04936074797918637
25.328,24.43,3,0.4984333333333333,0.21536666666666668,0.4459391151001504,0.002643909884572673,3,13.420055716343256,4.341920627727092,7.148277783443315,1.3974694235451086,10.716805621488469,1.3768493521147622,1.171147455974598,0.039237070269797024
25.329,24.43,3,0.4779,0.19653333333333334,0.4238218607526958,0.015046329723243419,3,13.420605665544018,3.6844598123125203,6.094223452922869,1.0992620526144867,9.70264814135345,1.1720271800040474,1.140388869811883,0.015645945959589392
25.330000000000002,24.43,3,0.45740000000000003,0.2076,0.4650750615885049,0.031330769599172886,3,13.149565596776396,3.050550150069808,5.309760985764496,0.8026770161478146,9.0193712040184,0.9659556358141432,1.006782008189279,0.017241441599486255
25.331,24.43,3,0.4629999999999999,0.40399999999999997,0.890214696245676,0.001726935084989678,3,13.331765187756906,3.010848241906713,5.162495346077959,0.7783782017435971,8.846943016732665,0.9198288926545158,0.9792873481831489,0.011581210928324918
25.332,24.43,3,0.43183333333333335,0.2901,0.6911258920730617,0.23625893126513314,3,13.504849395633025,3.0107237426846507,5.065582977736219,0.758138682951107,8.67598461981162,0.936876581069393,0.9985001006397547,0.005490492240232116
