tune-x,tune-y,Nint,max-int,min-int,mean-survive,std-survive,Nipm,mean-gauss-mu,std-gauss-mu,mean-gauss-sigma,std-gauss-sigma,mean-gauss-amp,std-gauss-amp,mean-beamsize-growth,std-beamsize-growth
25.315,24.43,5,0.50654,0.49272,0.9780436849384448,0.003923890069180795,5,8.449968917599723,4.42168206162708,14.603787871835399,2.7539292256449257,16.556449384405123,2.6071803629375045,1.0062050720121671,0.027536755328538193
25.32,24.43,5,0.50708,0.46468,0.9236619263703358,0.0070120905102831225,5,9.229037311004276,4.521541093036109,13.275446667274817,2.449268236341104,15.48775607159953,2.4571815995632504,0.9865861333639219,0.023285226862491362
25.325,24.43,5,0.5025799999999999,0.32336,0.6625776515696045,0.014887739447040778,5,10.756233446008128,4.416968846413005,10.324677571132876,1.9908748943024779,12.762130538726442,2.1170975738835875,0.9590904254473142,0.021099051577388526
25.330000000000002,24.43,5,0.45802,0.1697,0.38109393855888346,0.04038964953784334,5,13.198315319437388,3.345411686383065,5.553302806465927,1.0341375742397567,8.87478524695049,1.0814324774627795,1.122790128300171,0.07253360143402207
25.335,24.43,5,0.3789,0.09022,0.25274871900943163,0.002430159351731195,5,13.729221363662438,3.230693682919302,5.142629214573268,1.0974404747483246,7.967760550667487,1.0913378710575554,1.2312639065554594,0.045001287602074204
25.34,24.43,5,0.17068,-0.011800000000000001,0.0,0.0,5,15.701051425347107,10.862621225655356,4.35903204814451,4.002833050868029,6.413700547667096,6.440242916447741,1.062690139101003,0.03505825179970798
25.345,24.43,5,0.11188000000000001,0.0339,0.4345455517214855,0.016191609586071055,5,12.659962432117942,6.669276505793404,6.235308323804807,4.627528681071435,7.271230245274826,5.834604391030387,0.9206958325423885,0.06547661833050328
25.35,24.43,5,0.5100800000000001,0.48052,0.950061425884042,0.005449838643260398,5,7.612630469783349,1.5081581110256335,9.376093498809187,1.3741007558053553,11.890434030890628,1.5568587240883707,1.037836792216415,0.01864070541706729
25.355,24.43,5,0.50286,0.48568,0.9717513149807955,0.003772095077515117,5,8.728504846106636,2.943602200799034,8.839639202884772,2.088584834948289,11.885147492674824,2.0222514564012415,1.5768637565685282,0.09918293893006175
25.36,24.43,5,0.5102,0.49966,0.9856805342933839,0.0009786125250013879,5,10.309525145309184,2.511895774164665,6.475289115741869,1.1803653726150394,9.795539920969317,1.2848335075853758,1.3074722690434215,0.04642371598949038
25.365000000000002,24.43,5,0.51974,0.5131600000000001,0.993536594860142,0.0008454402517572491,5,10.837765295628273,2.429633845036438,5.7806434270401486,0.8676825938192332,9.13075894884133,1.0009023584797658,1.0648533951104675,0.03429940018783523
25.37,24.43,5,0.51746,0.51108,0.9940365174189966,0.000997562393666253,5,10.892008531979164,2.4288220442958446,5.704100562202636,0.867739881033601,9.026415467761936,0.9724554411841378,1.0412519731326952,0.017401939053141708
25.375,24.43,5,0.51964,0.51322,0.9941682341797037,0.0006183763370014211,5,10.868156181475339,2.2815583462062237,5.575323668140524,0.8333681882065804,8.907651060704262,0.9368080903504319,0.986567884371091,0.018653248079125148
25.38,24.43,5,0.51956,0.51344,0.9959188147069928,0.0005214630028473172,5,10.938451109607202,2.3959016066492644,5.59832587014358,0.8346141702257283,8.910066807353598,0.9461388471719256,0.9943685357744029,0.01435290933277555
25.385,24.43,5,0.5154799999999999,0.50968,0.9962660818637717,0.0006520711481054962,5,10.961094980437505,2.395639666559049,5.584572807978813,0.8240355859083717,8.89257754759926,0.9458863805785512,1.0069892151776394,0.0042500301479822785
25.39,24.43,5,0.51614,0.51036,0.9952777788706172,0.00031149308278112547,5,10.99779170689787,2.3853983162416097,5.516299897999533,0.8202737712845686,8.859820024729299,0.9394845963205108,1.001916001223049,0.009309343871787704
