,sext,bpm,sext-current,amplitude,amplitude-std,phase,phase-std
0,bare,R:HP100,0.0,0.014604927047078475,0.0017633076956501557,3.522578097719452,0.2363241591860505
1,bare,R:HP102,0.0,0.014372049587036945,0.0016988943034534456,2.37370994200921,0.27087697962782414
2,bare,R:HP104,0.0,0.014496886896902572,0.0016676580778700579,0.04211151576360977,0.2658156698351223
3,bare,R:HP106,0.0,0.015330327138355587,0.00249560965663084,4.3818040988431495,0.24735638034226742
4,bare,R:HP108,0.0,0.014529475190385473,0.002074600425715722,2.5976234288210502,0.26454249653253725
5,bare,R:HP110,0.0,0.014224678792547565,0.0019493551425981998,1.0781779254958765,0.356522338015874
6,bare,R:HP112,0.0,0.014647124339809886,0.001762873920913967,5.42789161751504,0.3105552464012873
7,bare,R:HP114,0.0,0.01606500207947127,0.003566277272413972,3.6482386095419637,0.2733438145495764
8,bare,R:HP116,0.0,0.016028726350387608,0.002834263958664765,1.940788302181935,0.2625235586331259
9,bare,R:HP118,0.0,0.014315272950611234,0.001912308987577201,0.10626843666227617,0.31342179367347534
10,bare,R:HP120,0.0,0.014384494574022948,0.0018206001455423663,4.699137122701869,0.4457158756808125
11,bare,R:HP122,0.0,0.016397455347987384,0.0036389931671112026,3.0644103353184273,0.301690942762455
12,bare,R:HP124,0.0,0.01840329703608015,0.003146331418771014,1.3701016313182122,0.28624282522848854
13,bare,R:HP126,0.0,0.016734805094981223,0.0021176011469433488,5.887423142198933,0.27148598603376384
14,bare,R:HP128,0.0,0.01575316054163769,0.002163567813909454,4.163352405150096,0.23908689785782528
15,bare,R:HP130,0.0,0.017942213631626194,0.0032954379728160677,2.3421751505440698,0.3128737429276214
16,bare,R:HP202,0.0,0.020729055177668473,0.003453522530703129,0.7503670101852085,0.3025677485804948
17,bare,R:HP204,0.0,0.01970719827069213,0.0024530677887572017,5.240617094620165,0.29423711303337236
18,bare,R:HP206,0.0,0.018517770205710642,0.0022516530416112337,3.5759063000205327,0.2920236894947358
19,bare,R:HP208,0.0,0.02054188442432437,0.00339970693392447,1.6361415824888579,0.29809340485202773
20,bare,R:HP210,0.0,0.02367035017346411,0.004120500846303814,0.1277684886884546,0.3000249966055374
21,bare,R:HP212,0.0,0.021831040431954066,0.0026157485604050732,4.568004221291991,0.30987270688837815
22,bare,R:HP214,0.0,0.020911236019061804,0.002617699763870372,3.05209649099027,0.31130611861665936
23,bare,R:HP216,0.0,0.023884516208142283,0.0029152541735290253,1.1234937015504252,0.28633083661426406
24,bare,R:HP218,0.0,0.027473970225215083,0.004828013552541015,5.874820934705714,0.2922998914300179
25,bare,R:HP220,0.0,0.02648587945552301,0.0032830624823439983,4.1283434180302,0.29579848545803455
26,bare,R:HP222,0.0,0.027147456420678437,0.003250008085700336,2.6780368197185824,0.29866376676994
27,bare,R:HP224,0.0,0.029114018884485393,0.0034856138705250503,0.04267550988557581,0.27518476636047084
28,bare,R:HP226,0.0,0.0336066683232211,0.006140535877520298,5.87778374091617,0.31006086494227647
29,bare,R:HP228,0.0,0.03342794414456861,0.004196594796859022,3.32462469156276,0.33356309149233837
30,bare,R:HP230,0.0,0.033012215959425564,0.003916050341768699,1.6369884609947127,0.31969083763950173
31,bare,R:HP232,0.0,0.03330950510323341,0.0038601970951868234,0.8316395765531813,0.27811791158222693
32,bare,R:HP302,0.0,0.03275892210542363,0.0035168069825649052,5.180266677733132,0.2708086510676982
33,bare,R:HP304,0.0,0.03441029440183541,0.003747989452597724,4.145420853671148,0.2761068531505083
34,bare,R:HP306,0.0,0.03577222447000028,0.003910038472683085,2.904019709954862,0.2718739648350728
35,bare,R:HP308,0.0,0.0364510845692422,0.004082055538831149,1.410932172734517,0.28277416455614307
36,bare,R:HP310,0.0,0.03623367721039868,0.00336498886412934,5.570267349867781,0.2846665312883379
37,bare,R:HP312,0.0,0.03619397188936875,0.0037076193706910873,4.587543473437185,0.3025534088979793
38,bare,R:HP314,0.0,0.035141691486221996,0.005217525281785578,2.578162534420047,0.35175511847501684
39,bare,R:HP316,0.0,0.03392468359721893,0.004383511109961078,0.387946964239116,0.34025544411856523
40,bare,R:HP318,0.0,0.034834764427671236,0.0037617084476528457,6.141903375421728,0.28090522480988084
41,bare,R:HP320,0.0,0.0366578811227093,0.003517954277363036,3.9511987033132794,0.28436847506086776
42,bare,R:HP322,0.0,0.03608042089600436,0.0043391645908624505,2.0670541213981575,0.29285262026429776
43,bare,R:HP324,0.0,0.03509977037594417,0.0038017342087324083,0.17209589600091937,0.28718689221879445
44,bare,R:HP326,0.0,0.03417140724002013,0.0042727101322063065,4.772915922205815,0.32277298279229194
45,bare,R:HP328,0.0,0.036407801341905854,0.0040615232407946586,3.525799997127127,0.28904419482820914
46,bare,R:HP330,0.0,0.036902884486483434,0.004876436669623859,1.3703552353421729,0.27938215790641524
47,bare,R:HP332,0.0,0.035659870093176574,0.00548424442178885,6.049158053158741,0.3388016742973817
48,bare,R:HP334,0.0,0.03744279320406335,0.0048011819743961365,4.224566776176637,0.3077990973989172
49,bare,R:HP336,0.0,0.0350692700204162,0.003966163625530429,2.5029700886172286,0.2823837162180934
50,bare,R:HP338,0.0,0.03327414930780533,0.003794982381649077,0.6203622295984234,0.2525228199624684
51,bare,R:HP340,0.0,0.03318761100292376,0.0042099844219080276,5.216083920606611,0.28918166252990135
52,bare,R:HP400,0.0,0.03355208479936253,0.003787005317341194,3.7180935859868107,0.2652589886875601
53,bare,R:HP402,0.0,0.03217575357923466,0.0037929833962561032,2.1399945131836735,0.23379255677418007
54,bare,R:HP404,0.0,0.032918490019225345,0.0037741957007041286,0.21733736659097427,0.23750596599939242
55,bare,R:HP406,0.0,0.035299973570244086,0.0042921900223755124,4.777099467128803,0.25310422746798295
56,bare,R:HP408,0.0,0.033845503900503365,0.0037395760919279163,3.221242956453263,0.28333533127909816
57,bare,R:HP410,0.0,0.03065041822955457,0.0041773575073917905,1.4521753507197142,0.34051595186082867
58,bare,R:HP412,0.0,0.029410931067685584,0.0031902268312313897,5.889075219348267,0.25429148443570593
59,bare,R:HP414,0.0,0.033933940677706304,0.0037913175102287848,4.4810316179337875,0.2849353905787542
60,bare,R:HP416,0.0,0.0325336027306735,0.0031844912888182976,2.665027545853211,0.2926373945028963
61,bare,R:HP418,0.0,0.029301759897230308,0.004222965955025586,1.2271261071327624,0.3585373506321583
62,bare,R:HP420,0.0,0.02575749645280722,0.0029602940120739005,5.614724221890953,0.24582790026427734
63,bare,R:HP422,0.0,0.02483232587910669,0.0029029449652796815,4.1023975215830255,0.2603539448869178
64,bare,R:HP424,0.0,0.0251681104295628,0.0024382210682139553,2.2481293708529266,0.32369253295694067
65,bare,R:HP426,0.0,0.02394015115411744,0.0034604715858408816,0.668738277104264,0.3521243083189053
66,bare,R:HP428,0.0,0.021141911133406178,0.002632922507540359,5.081840416578086,0.42330558792265127
67,bare,R:HP430,0.0,0.02074978542100857,0.002506895600086411,3.4760229667736215,0.5136099023891246
68,bare,R:HP502,0.0,0.02027809987719484,0.0018910154802980281,1.905704807822355,0.2665971880732481
69,bare,R:HP504,0.0,0.01908327683886061,0.0027901344450681318,6.202533814490397,0.35199463009921833
70,bare,R:HP506,0.0,0.017370641947544754,0.0022688541494311045,4.644861089695077,0.40691159973946084
71,bare,R:HP508,0.0,0.016848097154877804,0.0026787725665523327,2.728631222891681,0.5496492284582059
72,bare,R:HP510,0.0,0.016223017824610206,0.0024895313938063644,1.3689048786489093,0.2840563037031948
73,bare,R:HP512,0.0,0.01647653960518253,0.002583575269750082,5.665496347068236,0.4187250227115163
74,bare,R:HP514,0.0,0.01567985513520125,0.0023013056149304703,4.0781708818294495,0.4286009366922471
75,bare,R:HP516,0.0,0.01531184648028077,0.0025994127056725015,2.2647159478486407,0.5771505242375837
76,bare,R:HP518,0.0,0.014566436993333128,0.0026075530173312635,0.6500838376502349,0.300547319530191
77,bare,R:HP520,0.0,0.015253825273969464,0.0022514479606981367,5.3721545464797815,0.2816453290497999
78,bare,R:HP522,0.0,0.014972775240926476,0.00233024419201514,3.813253922352551,0.5134159785179134
79,bare,R:HP524,0.0,0.015328990536001971,0.002239116685381838,1.2868355854645197,0.5257486453002727
80,bare,R:HP526,0.0,0.014749376735744238,0.0023871801531645375,0.7542532912525526,0.2995487475524981
81,bare,R:HP528,0.0,0.015705986188740587,0.0025485013126798047,4.670605874712927,0.4475404569483149
82,bare,R:HP530,0.0,0.015607044615080853,0.002690379191797091,2.75104191636227,0.4175528662713332
83,bare,R:HP532,0.0,0.01557329506949684,0.002289448927499307,1.8322693106986478,0.5653742112702065
84,bare,R:HP602,0.0,0.015081055135454224,0.0021587688064199943,5.491696343023657,0.2485133147077368
85,bare,R:HP604,0.0,0.015135722506005275,0.002172855439119732,3.8843753933745937,0.25324681987717573
86,bare,R:HP606,0.0,0.015075905652347935,0.0021591886711038338,2.6059390738652195,0.24917313748250258
87,bare,R:HP608,0.0,0.015148226938653432,0.00217122999237996,1.373109835747258,0.2514093072724798
88,bare,R:HP610,0.0,0.015141035848412794,0.0021522850579234957,5.815308788357916,0.24929692500241152
89,bare,R:HP612,0.0,0.016029630148146755,0.001955525230702279,4.723931609963182,0.32660442783666255
90,bare,R:HP614,0.0,0.015824114281447515,0.002027524967731087,3.473692403842671,0.2761575354200634
91,bare,R:HP616,0.0,0.014831034211860068,0.0024251850934765263,0.567558783494843,0.26949889156873386
92,bare,R:HP618,0.0,0.014452719243187872,0.0024929628613093286,0.1927326937733952,0.2660900982148548
93,bare,R:HP620,0.0,0.015167521432230982,0.002161519499721017,4.17528999125601,0.2528344218054123
94,bare,R:HP622,0.0,0.015102237888973451,0.0021486109347112845,2.512652133664763,0.2492936259381122
95,bare,R:HP624,0.0,0.013918739485682835,0.0023740372080453364,0.4104607897503164,0.27361448924237697
96,bare,R:HP626,0.0,0.013703961229010892,0.0023994195466207962,5.139058440288371,0.23560376100797478
97,bare,R:HP628,0.0,0.014744732604167355,0.0021185143816079273,3.180414495615809,0.33264645824254324
98,bare,R:HP630,0.0,0.016113447063300656,0.0020777690987868443,1.487902014191633,0.33673884665259995
99,bare,R:HP632,0.0,0.014585492101256339,0.0017989988456771965,6.052411003846857,0.2676168749354611
100,bare,R:HP634,0.0,0.013156439436273986,0.0019775717170243535,4.049327898298484,0.23493946600011476
101,bare,R:HP636,0.0,0.013835262494375385,0.0017753245078596586,2.5423629942249604,0.3401610709180946
102,bare,R:HP638,0.0,0.015359875180207302,0.002443225659949007,0.6716944058153557,0.32012050084773425
103,bare,R:HP640,0.0,0.01519314385605172,0.003015130607595843,5.350691751795576,0.25080964723212074
104,sc220,R:HP100,-10.0,0.015731050571946736,0.0006488788509675643,4.054830077904092,0.16352930612370623
105,sc220,R:HP100,-8.0,0.012666872257165441,0.001161245257303202,3.852545516146058,0.1550802104794536
106,sc220,R:HP100,-6.0,0.01482001963202304,0.0017006270512255743,3.84478145306942,0.22880089580068155
107,sc220,R:HP100,-4.0,0.01450888307232932,0.003461980591511017,4.002304493550316,0.5093079952924662
108,sc220,R:HP100,-2.0,0.014176555363792434,0.0022041258776619114,3.45681384022504,0.3019117359574038
109,sc220,R:HP100,0.0,0.015993879412079727,0.003031981066880175,3.7702255801681113,0.5388431258846298
110,sc220,R:HP100,2.0,0.015952970215914568,0.0017089415363395254,3.461510608272354,0.3000724075689407
111,sc220,R:HP100,4.0,0.014800296250514426,0.0017720368452203321,3.519136590684787,0.33000479680736766
112,sc220,R:HP100,6.0,0.01784699374141025,0.0011629019076698389,3.3355684092570383,0.35443918051634676
113,sc220,R:HP100,8.0,0.0158598512099399,0.0016110779536798008,3.4906387235346767,0.234966985575415
114,sc220,R:HP100,10.0,0.02242011496308558,0.003001139026897092,3.7322231731413935,0.3846868125878464
