,sext,bpm,sext-current,amplitude,amplitude-std,phase,phase-std,real,real-std,imag,imag-std,vectors
20,bare,R:HP210,0.0,4.585127330226785e-05,0.0009157092241089234,0.5691318525094125,21.79159966675761,3.862369757014465e-05,0.0008531082660801436,2.470929479870404e-05,0.0010531265536943301,20
21,bare,R:HP212,0.0,4.2014114291257286e-05,0.0006220443846175294,-1.870163384801538,27.746158837693415,-1.239061246975778e-05,0.0012088292419469987,-4.014546702061283e-05,0.0005334774464693393,20
22,bare,R:HP214,0.0,6.169028903212195e-05,0.0007645154072156202,2.6326959648391095,17.511070545892483,-5.387305524752169e-05,0.0005667783505578278,3.005637501702795e-05,0.0011959156598078998,20
23,bare,R:HP216,0.0,6.904861783770173e-05,0.0008890098673655731,0.8675860117686757,14.914049716978722,4.4651652275882534e-05,0.0013231890978688432,5.26682216742758e-05,0.0003162054831532868,20
24,bare,R:HP218,0.0,6.262824993669144e-05,0.0005934121342758213,-0.38992622737912647,20.012595673926665,5.792719217740348e-05,0.00032320998496655155,-2.3806261709366654e-05,0.0013485433342548434,20
25,bare,R:HP220,0.0,6.167408030615408e-05,0.0009394862194253474,-2.305844929307053,16.53951505177041,-4.1360069689226006e-05,0.0013216873145157693,-4.5749719309655986e-05,0.00041987871689421,20
26,bare,R:HP222,0.0,5.8363540552976834e-05,0.0007722079356297859,2.5845269860509332,19.764386427376884,-4.9539564917910554e-05,0.0003617089146549351,3.085667470132025e-05,0.0013401787762901333,20
27,bare,R:HP224,0.0,6.461909583035507e-05,0.0006553311002781016,-0.2455426757890876,19.07884393877732,6.268088176479123e-05,0.0005969822992527422,-1.5707788104022584e-05,0.00126214458670257,20
28,bare,R:HP226,0.0,6.449465505731848e-05,0.0006137909510796028,-0.3906308705122368,19.975197016821657,5.963620988419775e-05,0.0003387607340326478,-2.4557748300901104e-05,0.0013862469071584365,20
29,bare,R:HP228,0.0,5.8457289792088844e-05,0.0007919831610362297,3.0420811329122937,19.50388168324965,-5.816809065532953e-05,0.0007876955211350138,5.8075777523525045e-06,0.0011431104842383863,20
30,bare,R:HP230,0.0,4.4239372514495766e-05,0.0006387689327475975,1.208954350585336,26.589361456859194,1.566062879233083e-05,0.0012437151564973637,4.137471191809246e-05,0.0004948456389173979,20
31,bare,R:HP232,0.0,5.593515026951357e-05,0.0010742915955084687,0.22684174690506642,14.440324039581446,5.450217833986034e-05,0.0010873518571749674,1.2579888389136103e-05,0.000790052344850988,20
32,bare,R:HP302,0.0,5.062608202376829e-05,0.0009492975302297437,-1.070359761820828,19.538962359482586,2.429083028421134e-05,0.0010057168976278926,-4.441796646832176e-05,0.0009317610172274115,20
33,bare,R:HP304,0.0,4.862298740944327e-05,0.0008724902171971707,-2.2135677032248253,21.644915829220835,-2.9145399266514768e-05,0.001244954883679859,-3.8919668629297435e-05,0.0005647631886632504,20
34,bare,R:HP306,0.0,4.568442518946571e-05,0.00038324938289526286,3.0051510362532423,28.757242578876898,-4.5259846653379534e-05,0.00034138374035516385,6.213934808513754e-06,0.0013252537754712152,20
35,bare,R:HP308,0.0,4.372803293191089e-05,0.000344698834498053,1.5810425149510556,30.4195695988693,-4.480378135283286e-07,0.0013302530866749218,4.3725737571960206e-05,0.0003444473411043501,20
36,bare,R:HP310,0.0,4.5916978802951626e-05,0.0008892994993513394,-0.5756136927026797,23.349965301936322,3.8517843232410604e-05,0.0007279811315358434,-2.4994893380731777e-05,0.001187612664537288,20
37,bare,R:HP312,0.0,5.1492663346408416e-05,0.000626089636819664,-1.95666120011611,25.441411398917406,-1.9379807583385075e-05,0.001406391647264935,-4.770657644955801e-05,0.0003609312599053012,20
38,bare,R:HP314,0.0,7.091420676475609e-05,0.0012032563035394648,2.0853100261949087,11.903338230951377,-3.4897701409340644e-05,0.0006059734959757751,6.173309612694866e-05,0.001339086747966014,20
39,bare,R:HP316,0.0,5.332410069325097e-05,0.0007984114020847523,0.21944230398855155,21.337900834837345,5.204533561318841e-05,0.0007765683697094853,1.1607874726001768e-05,0.001152842850198862,20
40,bare,R:HP318,0.0,4.8049247879861345e-05,0.0006664092158507366,0.4638141051911085,24.774523192066773,4.297297549894254e-05,0.0003455811076281662,2.1495432040032232e-05,0.001319742569208486,20
41,bare,R:HP320,0.0,4.558528389198265e-05,0.0009456881994069107,-2.2516251419122972,22.313619247002446,-2.8693076736272496e-05,0.001141226591515753,-3.542210404421271e-05,0.0007915606571240109,20
42,bare,R:HP322,0.0,4.285100607532802e-05,0.0010042112126149633,2.772138768904958,22.59964437992183,-3.995962116910704e-05,0.0010103937605347774,1.54737648195018e-05,0.0009619652071960394,20
43,bare,R:HP324,0.0,5.1214156893377475e-05,0.0011915759779256435,1.2528646732545206,13.377411135494894,1.600967560222086e-05,0.0005949258256228324,4.864750922103965e-05,0.001239070686738527,20
44,bare,R:HP326,0.0,9.900184738669877e-05,0.0011566578038321332,0.2476314725265199,7.204711997489896,9.598186399464143e-05,0.0011808766785286428,2.4266181613376032e-05,0.0006724251742723252,20
45,bare,R:HP328,0.0,2.9152401346256456e-05,0.0009468643224987863,-2.5619733654032806,35.62261100612648,-2.4390975447452848e-05,0.0008718655895263828,-1.5966928977576355e-05,0.0011022036171442135,20
46,bare,R:HP330,0.0,4.763249490871926e-05,0.000896347415273448,0.9364757729979347,24.655935341129485,2.8228463299515575e-05,0.0014348815797878831,3.8366762060109635e-05,0.00035188720107716284,20
47,bare,R:HP332,0.0,3.9880789555040764e-05,0.0006149839576691127,-0.38093327814595773,32.80859584598503,3.7022057159960195e-05,0.00035128343346235117,-1.4827159511453592e-05,0.0014024269553466896,20
48,bare,R:HP334,0.0,5.9648913134899856e-05,0.001115385672740073,-0.5546281645088873,13.010932530285354,5.070732141268389e-05,0.0012820925991677305,-3.141274253110667e-05,0.00045015144728491617,20
49,bare,R:HP336,0.0,3.682569536191321e-05,0.0008893270154497883,-2.46869818456142,28.04659996749608,-2.8798465649779163e-05,0.0005573601157043878,-2.295169307713324e-05,0.0012437851533183722,20
50,bare,R:HP338,0.0,4.3809984908713194e-05,0.0011295120355448742,0.21466807240198033,21.036326265019703,4.280442117196191e-05,0.0011388945637487984,9.332540159837348e-06,0.0009099809148322959,20
51,bare,R:HP340,0.0,6.299590820558753e-05,0.001119480349443275,-1.6071697186040785,15.062053892697888,-2.2908696277797874e-06,0.0009486011391495713,-6.295424026223592e-05,0.0011196893371035732,20
52,bare,R:HP400,0.0,3.388934150282424e-05,0.0010665349166206466,-2.763386416757721,27.615373375925046,-3.1494330385184455e-05,0.001089288141025126,-1.2513777250850072e-05,0.0009092825618141816,20
53,bare,R:HP402,0.0,3.1412639452797926e-05,0.001042169981137119,1.970908606600644,29.99740171794069,-1.2235906492916521e-05,0.0009191042234959076,2.8931583255813707e-05,0.0010626807593766205,20
54,bare,R:HP404,0.0,2.8442299498003678e-05,0.0007417983640754628,0.3474374446416183,41.49408237741044,2.6742824382979154e-05,0.0006504584288469534,9.684304040832046e-06,0.0012328869695397433,20
55,bare,R:HP406,0.0,3.12523871245994e-05,0.0005802304908377054,-1.8873252837930607,41.03420766039138,-9.727925393261863e-06,0.0013423021568027603,-2.9699817651442865e-05,0.00042365735970031313,20
56,bare,R:HP408,0.0,3.0378117776836396e-05,0.0005581901185182434,-2.845128064568984,42.24964400816465,-2.905288155999634e-05,0.00041727106675962206,-8.874689443815377e-06,0.001335942589752125,20
57,bare,R:HP410,0.0,3.234929375239175e-05,0.0006388256447564774,1.9835416498266056,38.383724103577144,-1.2976130371343083e-05,0.0013456417197162582,2.9632698946677804e-05,0.00037300348377155743,20
58,bare,R:HP412,0.0,2.2519492144292444e-05,0.0005126480922342014,-0.06203062471288181,55.92729110240831,2.247618080179455e-05,0.0005076248252628263,-1.3960025078384175e-06,0.0012614872042899126,20
59,bare,R:HP414,0.0,2.357780897680422e-05,0.0010877261983154945,-2.5316971242671653,35.493900118322415,-1.932691536872663e-05,0.0012821133369921116,-1.3504940521037037e-05,0.0004895736790558499,20
60,bare,R:HP416,0.0,2.2587193253192748e-05,0.0008572730758323018,2.8605124435325644,49.19697868533933,-2.170078947119061e-05,0.0008303343496212307,6.265543502693025e-06,0.0011314926350790052,20
61,bare,R:HP418,0.0,4.1236045280887414e-05,0.0008470645714094284,1.887448664894035,27.71142089244034,-1.2840371922942824e-05,0.001173263241629402,3.9185919400824304e-05,0.0008042117520784077,20
62,bare,R:HP420,0.0,3.872590587376382e-05,0.0010972540045034406,-0.08362137461068855,22.22729331814813,3.859058863980511e-05,0.0010987457969571157,-3.234540798468903e-06,0.0008588670319727802,20
63,bare,R:HP422,0.0,2.265568632172742e-05,0.0008615360129158806,-3.0201085504089247,46.43371716317853,-2.2488711133462645e-05,0.0008583299456875399,-2.7455407963059186e-06,0.0010546052302366033,20
64,bare,R:HP424,0.0,2.0681574915872905e-05,0.0007377155793819214,1.9982596885057453,56.010522232377454,-8.573831178449202e-06,0.0012452869701550582,1.882065248402179e-05,0.0005790874947721189,20
65,bare,R:HP426,0.0,4.094996370822755e-05,0.0012026370088962458,1.1639731767419297,17.581009709724544,1.620364536513352e-05,0.0005538651647886442,3.7607730649244714e-05,0.0012875889171529563,20
66,bare,R:HP428,0.0,4.318765132071864e-05,0.0010807681783113416,-0.6503765638176325,19.98105633903426,3.4371144986278056e-05,0.0013228464174100583,-2.6149524258238868e-05,0.00040347718994539363,20
67,bare,R:HP430,0.0,1.858682596496192e-05,0.00043057880810996803,3.0240617674475936,68.9311241516802,-1.8458599026589462e-05,0.00040596859656686415,2.1795002701016753e-06,0.001289220207560802,20
68,bare,R:HP502,0.0,3.0087236716814395e-05,0.0008000103269959957,2.1558418832893937,36.31597437443034,-1.6615296257146733e-05,0.0012755010618450049,2.5083335973129055e-05,0.00045496343281900846,20
69,bare,R:HP504,0.0,6.565597170776568e-05,0.0009094018062041644,0.5909966008507004,15.485005697282775,5.451978637286683e-05,0.0008110386538691247,3.6582776203397845e-05,0.0010967554260905153,20
70,bare,R:HP506,0.0,8.143175477173886e-05,0.0009237607154830553,-0.8786836401600004,12.11359777381834,5.196690894199011e-05,0.001111703398425091,-6.269426656576758e-05,0.0007684377421765344,20
