,sext,bpm,sext-current,amplitude,amplitude-std,phase,phase-std
0,bare,R:HP100,0.0,0.003201849248369829,0.00021585974100039786,3.7937005469114715,0.1611531521226735
1,bare,R:HP102,0.0,0.003205110707655991,0.00021869534633703046,2.686388157415406,0.16159249858880292
2,bare,R:HP104,0.0,0.0032266161392075143,0.00021982735977795715,0.394291840982983,0.15769373067722406
3,bare,R:HP106,0.0,0.00326033558598018,0.00021680123426192445,4.796928590928075,0.17167313755193625
4,bare,R:HP108,0.0,0.0032589678610316745,0.0002211888184346567,3.0460756760308865,0.17400134860911842
5,bare,R:HP110,0.0,0.00322526861113527,0.00022582890153663315,1.5452086929513573,0.1658841496379933
6,bare,R:HP112,0.0,0.0032582527171904846,0.00021425519793769808,5.841381950403073,0.1638338910972919
7,bare,R:HP114,0.0,0.0033171516476256254,0.00021056154990982133,4.082199986899401,0.17911791358195417
8,bare,R:HP116,0.0,0.0033147132405254645,0.00022082662320881705,2.4271680730583514,0.1707782166096286
9,bare,R:HP118,0.0,0.0032706988722163003,0.0002293930390349183,0.636877015779795,0.16214025400232598
10,bare,R:HP120,0.0,0.0032908190826406005,0.00021821368400472418,5.2814362602426135,0.16365474768960286
11,bare,R:HP122,0.0,0.003358713755105025,0.000214604954636469,3.5606267366818196,0.17364336982353695
12,bare,R:HP124,0.0,0.003402627083122935,0.00021930670314276258,1.9130897291198528,0.159803739271989
13,bare,R:HP126,0.0,0.0033717179751052047,0.00023113506322708374,0.10115160667782291,0.15097596074890005
14,bare,R:HP128,0.0,0.0033712458762760245,0.0002183472205408041,4.719696535970329,0.15134045110148475
15,bare,R:HP130,0.0,0.0034484048783539104,0.00020530380718805757,2.9039962007443947,0.16164042300809
16,bare,R:HP202,0.0,0.0034983532337229096,0.0002143746212278992,1.3044357948402918,0.1578081750263589
17,bare,R:HP204,0.0,0.00344310440446161,0.00023156611310038705,5.682185813272734,0.1469858938290153
18,bare,R:HP206,0.0,0.0034259323312620044,0.00022105364499801694,4.078598893350605,0.1493434141625027
19,bare,R:HP208,0.0,0.003502691499133035,0.00020248083852819339,2.151582721639161,0.15841861294535795
20,bare,R:HP210,0.0,0.0035423348560677153,0.00020690389390850856,0.6664294292458257,0.16084074870342768
21,bare,R:HP212,0.0,0.00345562168902136,0.00022857563821386312,5.046706528244481,0.15187309969604976
22,bare,R:HP214,0.0,0.0034108935835967845,0.00022769598862763866,3.5083889002967488,0.14018243177188716
23,bare,R:HP216,0.0,0.003508053609071625,0.00020834617528993577,1.547505566801208,0.1426994658747215
24,bare,R:HP218,0.0,0.0036009508942393244,0.0002097149505245765,0.02647933075422106,0.1441703990096827
25,bare,R:HP220,0.0,0.0035838653552935943,0.000228016833700969,4.515892945557998,0.13080188845320076
26,bare,R:HP222,0.0,0.003594928512265395,0.00023031187807958495,3.050532310150831,0.13146168669291228
27,bare,R:HP224,0.0,0.003609843274987535,0.0002247114663823338,0.3752997114698065,0.13380236456092054
28,bare,R:HP226,0.0,0.0037239438194485892,0.00022176924952381716,0.025391252202714047,0.14586794721737736
29,bare,R:HP228,0.0,0.003623004741585519,0.00023640346759210994,3.707685408447687,0.14260640297108945
30,bare,R:HP230,0.0,0.0035030589286758596,0.00024139086010132007,1.8448752599919722,0.13211378479809133
31,bare,R:HP232,0.0,0.003544359131163251,0.0002296541023589562,0.9572068673867896,0.1243766260140587
32,bare,R:HP302,0.0,0.003616561463099245,0.00022550421949718124,5.45141017641762,0.13917265191258538
33,bare,R:HP304,0.0,0.0035993227516557653,0.00022529325542950925,4.347641152728693,0.13640199097122474
34,bare,R:HP306,0.0,0.003615901148503605,0.00022557793479920655,3.1026142978763076,0.14132558119974342
35,bare,R:HP308,0.0,0.003619011400621405,0.00022804561137254912,1.6102836118501531,0.13673077853315593
36,bare,R:HP310,0.0,0.0036211254286098045,0.0002256201946060056,5.767404034248297,0.15435495771461283
37,bare,R:HP312,0.0,0.0035893553000411653,0.0002263960289199861,4.793230744852633,0.1853990286500655
38,bare,R:HP314,0.0,0.0035454628771503355,0.00023623392337510733,2.7682571808432743,0.20303891881920377
39,bare,R:HP316,0.0,0.003567330784559661,0.0002194779185974818,0.5610381805381641,0.1596070835295525
40,bare,R:HP318,0.0,0.0036039962827167102,0.00022628270675789224,0.05764335036697717,0.13857418300111196
41,bare,R:HP320,0.0,0.003607846991003165,0.00022268534189367515,4.12986033457488,0.15242905344271018
42,bare,R:HP322,0.0,0.0036534173334892305,0.00022230873423907912,2.3324961737011116,0.16447534639384773
43,bare,R:HP324,0.0,0.0036515716997384704,0.00022009170152398807,0.39903289552850996,0.1526798341319405
44,bare,R:HP326,0.0,0.0036233301411210854,0.00025966836423984993,5.196263817242349,0.15015039521065704
45,bare,R:HP328,0.0,0.003605496706966595,0.00023443359508549963,3.7938667669674784,0.18376179756952393
46,bare,R:HP330,0.0,0.0036180129878695443,0.0002263880049041824,1.6055191595464928,0.21844977696954998
47,bare,R:HP332,0.0,0.0036427311081115056,0.00022197643071475293,0.028494499090593584,0.2053300188325103
48,bare,R:HP334,0.0,0.003596065458049005,0.0002327069844752607,4.5027707046595005,0.1668083345187249
49,bare,R:HP336,0.0,0.0035328772388928996,0.00024957560465045756,2.8090376696428594,0.17218671012527398
50,bare,R:HP338,0.0,0.003580117615351381,0.00022678371474163782,0.9059393051888794,0.21150769050488205
51,bare,R:HP340,0.0,0.0036103894753246346,0.00023410292509566322,5.582038615835935,0.21069132542828303
52,bare,R:HP400,0.0,0.003597261241873345,0.00022268202529884603,4.025810419948279,0.1922009646669087
53,bare,R:HP402,0.0,0.003590205772709145,0.00022409855213778343,2.4356860688909476,0.18692936431845267
54,bare,R:HP404,0.0,0.0035882986371982154,0.00022932106631612481,0.43247286749274055,0.18113686208602456
55,bare,R:HP406,0.0,0.0036094375618237703,0.00022957414209676875,4.884438053164213,0.1835492662519205
56,bare,R:HP408,0.0,0.0036021690056304546,0.0002353842057095574,3.2979338279682744,0.17584614064286533
57,bare,R:HP410,0.0,0.0035395727819767893,0.00024372737312302497,1.6022462494455552,0.18392402744845063
58,bare,R:HP412,0.0,0.003516394171327005,0.0002502745737884633,6.0090235609088944,0.1733280261070232
59,bare,R:HP414,0.0,0.0035717717446843906,0.0002516386138589537,4.463640725835825,0.17191130877281408
60,bare,R:HP416,0.0,0.003614637570077874,0.0002524362708903719,2.5386543879932253,0.1692216353249141
61,bare,R:HP418,0.0,0.0035932602490391743,0.0002544967290080299,1.0120964522641787,0.18113174474001043
62,bare,R:HP420,0.0,0.0035624417674514804,0.0002604169769656845,5.358058125438438,0.1750155495828609
63,bare,R:HP422,0.0,0.003497007008329045,0.00025238419447117444,3.8018662052571313,0.1784990697749151
64,bare,R:HP424,0.0,0.0035217080277813347,0.0002483879232179909,1.9220409084947994,0.16904618903459245
65,bare,R:HP426,0.0,0.003549867010852805,0.0002507892670730247,0.3178553370292889,0.18209661220821546
